,Name,Publisher,Year_of_Release,Game_Age,Genre,Platform,Platform_Launch_Year,Game_released_xYears_after_Platform,Platform_Death,Years_since_Platform_Discontinued,Platform_Lifespan,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3704,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Sega,2004,12,Misc,XB,2001,3,2009,7,8,0.4,0.11,0.0,0.02,0.53
3705,MLB SlugFest 20-04,Midway Games,2003,13,Sports,PS2,2000,3,2013,3,13,0.26,0.2,0.0,0.07,0.53
3706,Gex 3: Deep Cover Gecko,Eidos Interactive,1999,17,Platform,PS,1994,5,2000,16,6,0.3,0.2,0.0,0.03,0.53
3707,NASCAR 09,Electronic Arts,2008,8,Racing,PS2,2000,8,2013,3,13,0.26,0.2,0.0,0.07,0.53
3708,Blitz: The League,Midway Games,2004,12,Sports,XB,2001,3,2009,7,8,0.4,0.11,0.0,0.02,0.53
3709,Manhunt 2,Take-Two Interactive,2007,9,Action,Wii,2006,1,2016,0,10,0.25,0.23,0.0,0.06,0.53
3710,Just Dance 2015,Ubisoft,2014,2,Misc,XOne,2013,1,2016,0,3,0.35,0.13,0.0,0.05,0.53
3711,Jampack Vol. 2,Sony Computer Entertainment,1996,20,Misc,PS,1994,2,2000,16,6,0.3,0.2,0.0,0.03,0.53
3712,The LEGO Movie Videogame,Warner Bros. Interactive Entertainment,2014,2,Action,XOne,2013,1,2016,0,3,0.35,0.13,0.0,0.05,0.53
3713,Virtual Soccer,Other,1993,23,Sports,SNES,1990,3,2003,13,13,0.0,0.0,0.53,0.0,0.53
3714,Overwatch,Activision,2016,0,Shooter,PC,1977,39,2016,0,39,0.25,0.24,0.0,0.04,0.53
3715,Romance of the Three Kingdoms IV: Wall of Fire,Tecmo Koei,1994,22,Strategy,SNES,1990,4,2003,13,13,0.0,0.0,0.53,0.0,0.53
3716,Monster Jam: Path of Destruction,Activision,2010,6,Racing,Wii,2006,4,2016,0,10,0.48,0.02,0.0,0.03,0.53
3717,Winning Post,Tecmo Koei,1993,23,Sports,SNES,1990,3,2003,13,13,0.0,0.0,0.53,0.0,0.53
3718,Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft,2005,11,Action,XB,2001,4,2009,7,8,0.34,0.17,0.0,0.02,0.53
3719,Burnout Revenge,Electronic Arts,2005,11,Racing,XB,2001,4,2009,7,8,0.32,0.19,0.0,0.01,0.53
3720,Medal of Honor: European Assault,Electronic Arts,2005,11,Shooter,XB,2001,4,2009,7,8,0.32,0.19,0.0,0.02,0.53
3721,Ty the Tasmanian Tiger 2: Bush Rescue,Electronic Arts,2004,12,Platform,PS2,2000,4,2013,3,13,0.26,0.2,0.0,0.07,0.53
3722,The Lord of the Rings: The Fellowship of the Ring,Other,2002,14,Action,XB,2001,1,2009,7,8,0.31,0.19,0.0,0.03,0.53
3723,NBA 06,Sony Computer Entertainment,2005,11,Sports,PS2,2000,5,2013,3,13,0.26,0.2,0.0,0.07,0.53
3724,Inazuma Eleven,Nintendo,2008,8,Role-Playing,DS,2004,4,2013,3,9,0.0,0.13,0.38,0.02,0.53
3725,Excite Truck,Nintendo,2006,10,Racing,Wii,2006,0,2016,0,10,0.39,0.03,0.08,0.04,0.53
3726,Phoenix Wright: Ace Attorney - Justice for All,Capcom,2006,10,Adventure,DS,2004,2,2013,3,9,0.21,0.04,0.26,0.03,0.53
3727,Spider-Man,Activision,2000,16,Action,N64,1996,4,2002,14,6,0.43,0.09,0.0,0.01,0.53
3728,Magician's Quest: Mysterious Times,Konami Digital Entertainment,2008,8,Role-Playing,DS,2004,4,2013,3,9,0.04,0.01,0.48,0.0,0.53
3729,Hello Kitty: Big City Dreams,Other,2008,8,Puzzle,DS,2004,4,2013,3,9,0.42,0.07,0.0,0.04,0.53
3730,X-Men Legends,Activision,2004,12,Role-Playing,GC,2001,3,2007,9,6,0.41,0.11,0.0,0.01,0.53
3731,Mario & Sonic at the Rio 2016 Olympic Games,Nintendo,2016,0,Action,3DS,2011,5,2016,0,5,0.05,0.21,0.25,0.02,0.53
3732,G-Force,Disney Interactive Studios,2009,7,Action,DS,2004,5,2013,3,9,0.26,0.21,0.0,0.05,0.53
3733,Front Mission 2,Other,1997,19,Strategy,PS,1994,3,2000,16,6,0.0,0.0,0.49,0.03,0.53
3734,StarCraft II: Legacy of the Void,Activision,2015,1,Strategy,PC,1977,38,2016,0,39,0.19,0.29,0.0,0.04,0.53
3735,Jewel Master Egypt,Other,2009,7,Puzzle,DS,2004,5,2013,3,9,0.21,0.27,0.0,0.05,0.53
3736,ModNation Racers,Sony Computer Entertainment,2010,6,Racing,PSP,2004,6,2014,2,10,0.11,0.26,0.02,0.14,0.53
3737,LEGO Dimensions,Warner Bros. Interactive Entertainment,2015,1,Action,X360,2005,10,2016,0,11,0.26,0.23,0.0,0.04,0.53
3738,WWE SmackDown vs. Raw 2010,THQ,2009,7,Fighting,DS,2004,5,2013,3,9,0.35,0.13,0.0,0.05,0.53
3739,Are You Smarter Than A 5th Grader?,Other,2007,9,Misc,DS,2004,3,2013,3,9,0.48,0.0,0.0,0.04,0.53
3740,Oni,Take-Two Interactive,2001,15,Action,PS2,2000,1,2013,3,13,0.26,0.2,0.0,0.07,0.53
3741,Tom Clancy's Ghost Recon Advanced Warfighter 2,Ubisoft,2007,9,Shooter,PSP,2004,3,2014,2,10,0.35,0.09,0.0,0.08,0.53
3742,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,THQ,2008,8,Action,Wii,2006,2,2016,0,10,0.49,0.0,0.0,0.04,0.53
3743,Terminator Salvation,Warner Bros. Interactive Entertainment,2009,7,Shooter,PS3,2006,3,2016,0,10,0.13,0.28,0.01,0.1,0.53
3744,How to Train Your Dragon,Activision,2010,6,Action,DS,2004,6,2013,3,9,0.31,0.17,0.0,0.05,0.53
3745,The Lord of the Rings: The Two Towers,Electronic Arts,2002,14,Action,GC,2001,1,2007,9,6,0.41,0.11,0.0,0.01,0.53
3746,Batman: Arkham City,Warner Bros. Interactive Entertainment,2011,5,Action,PC,1977,34,2016,0,39,0.16,0.28,0.0,0.09,0.53
3747,Juiced,THQ,2005,11,Racing,PS2,2000,5,2013,3,13,0.26,0.2,0.0,0.07,0.53
3748,The Warriors,Take-Two Interactive,2005,11,Action,PS2,2000,5,2013,3,13,0.44,0.02,0.0,0.07,0.53
3749,J-League Soccer: Prime Goal 2,Namco Bandai Games,1994,22,Sports,SNES,1990,4,2003,13,13,0.0,0.0,0.53,0.0,0.53
3750,Star Fox Command,Nintendo,2006,10,Shooter,DS,2004,2,2013,3,9,0.38,0.01,0.1,0.04,0.53
3751,Dragon Age: Inquisition,Electronic Arts,2014,2,Role-Playing,X360,2005,9,2016,0,11,0.36,0.12,0.0,0.05,0.53
3752,Wayne Gretzky's 3D Hockey,Nintendo,1996,20,Sports,N64,1996,0,2002,14,6,0.49,0.03,0.0,0.0,0.53
3753,NASCAR 2000,Electronic Arts,1999,17,Racing,N64,1996,3,2002,14,6,0.49,0.03,0.0,0.0,0.53
3754,Pachi-Slot Aruze Oukoku 4,Other,2000,16,Misc,PS,1994,6,2000,16,6,0.0,0.0,0.49,0.03,0.53
3755,Bulletstorm,Electronic Arts,2011,5,Shooter,PS3,2006,5,2016,0,10,0.23,0.2,0.01,0.08,0.53
3756,Return to Castle Wolfenstein: Operation Resurrection,Activision,2003,13,Shooter,PS2,2000,3,2013,3,13,0.26,0.2,0.0,0.07,0.53
3757,Mario Tennis: Power Tour,Nintendo,2005,11,Sports,GBA,2001,4,2010,6,9,0.24,0.09,0.19,0.01,0.52
3758,Seaman,Sega,1999,17,Simulation,DC,1998,1,2001,15,3,0.0,0.0,0.52,0.0,0.52
3759,The Grinch,Konami Digital Entertainment,1999,17,Adventure,PS,1994,5,2000,16,6,0.29,0.2,0.0,0.03,0.52
3760,Tales of Symphonia,Namco Bandai Games,2013,3,Role-Playing,PS3,2006,7,2016,0,10,0.21,0.12,0.13,0.07,0.52
3761,Michael Jackson: The Experience,Ubisoft,2011,5,Misc,PS3,2006,5,2016,0,10,0.25,0.19,0.0,0.08,0.52
3762,Tales of Destiny,Namco Bandai Games,2006,10,Role-Playing,PS2,2000,6,2013,3,13,0.0,0.0,0.52,0.0,0.52
3763,Stuntman: Ignition,THQ,2007,9,Racing,PS3,2006,1,2016,0,10,0.17,0.26,0.0,0.1,0.52
3764,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,Electronic Arts,2010,6,Simulation,DS,2004,6,2013,3,9,0.49,0.0,0.0,0.03,0.52
3765,F.E.A.R. 2: Project Origin,Warner Bros. Interactive Entertainment,2009,7,Shooter,X360,2005,4,2016,0,11,0.32,0.15,0.0,0.05,0.52
3766,Mystery Dungeon: Shiren the Wanderer,Sega,2006,10,Role-Playing,DS,2004,2,2013,3,9,0.17,0.0,0.33,0.02,0.52
3767,GT Pro Series,Ubisoft,2006,10,Racing,Wii,2006,0,2016,0,10,0.46,0.01,0.02,0.04,0.52
3768,Tiger Woods PGA Tour 11,Electronic Arts,2010,6,Sports,X360,2005,5,2016,0,11,0.28,0.19,0.0,0.05,0.52
3769,The Golden Compass,Sega,2007,9,Action,PS2,2000,7,2013,3,13,0.13,0.0,0.0,0.39,0.52
3770,Final Fantasy Chronicles,Other,2001,15,Role-Playing,PS,1994,7,2000,16,6,0.29,0.2,0.0,0.03,0.52
3771,F1 2009,Codemasters,2009,7,Racing,PSP,2004,5,2014,2,10,0.08,0.29,0.0,0.16,0.52
3772,Syphon Filter 3,Sony Computer Entertainment,2001,15,Shooter,PS,1994,7,2000,16,6,0.29,0.2,0.0,0.03,0.52
3773,Metal Gear Solid 2: Substance,Konami Digital Entertainment,2002,14,Action,PS2,2000,2,2013,3,13,0.18,0.14,0.16,0.05,0.52
3774,Tales of Symphonia: Dawn of the New World,Namco Bandai Games,2008,8,Role-Playing,Wii,2006,2,2016,0,10,0.21,0.04,0.24,0.02,0.52
3775,NBA Live 08,Electronic Arts,2007,9,Sports,X360,2005,2,2016,0,11,0.47,0.0,0.0,0.04,0.52
3776,Guinness World Records: The Videogame,Warner Bros. Interactive Entertainment,2008,8,Action,DS,2004,4,2013,3,9,0.47,0.01,0.0,0.04,0.52
3777,We Love Katamari,Electronic Arts,2005,11,Puzzle,PS2,2000,5,2013,3,13,0.26,0.2,0.0,0.07,0.52
3778,Sesame Street: Once Upon A Monster,Warner Bros. Interactive Entertainment,2011,5,Misc,X360,2005,6,2016,0,11,0.39,0.09,0.0,0.04,0.52
3779,NCAA Football 2003,Electronic Arts,2002,14,Sports,XB,2001,1,2009,7,8,0.39,0.11,0.0,0.02,0.52
3780,We Cheer,505 Games,2008,8,Simulation,Wii,2006,2,2016,0,10,0.47,0.0,0.0,0.04,0.52
3781,Madden NFL 07,Electronic Arts,2006,10,Sports,PS3,2006,0,2016,0,10,0.47,0.0,0.01,0.04,0.52
3782,Ready 2 Rumble Boxing: Round 2,Midway Games,2000,16,Fighting,PS,1994,6,2000,16,6,0.29,0.2,0.0,0.03,0.52
3783,LEGO Jurassic World,Warner Bros. Interactive Entertainment,2015,1,Action,WiiU,2012,3,2016,0,4,0.27,0.19,0.02,0.04,0.52
3784,Mega Man 6,Capcom,1993,23,Platform,NES,1983,10,1995,21,12,0.28,0.07,0.16,0.01,0.52
3785,NBA Live 09,Electronic Arts,2008,8,Sports,PS3,2006,2,2016,0,10,0.46,0.0,0.02,0.04,0.52
3786,FIFA 12,Electronic Arts,2011,5,Sports,PSP,2004,7,2014,2,10,0.12,0.25,0.02,0.13,0.52
3787,Mission: Impossible,Other,1999,17,Action,PS,1994,5,2000,16,6,0.29,0.2,0.0,0.03,0.52
3788,Rory McIlroy PGA Tour,Electronic Arts,2015,1,Action,PS4,2013,2,2016,0,3,0.18,0.25,0.0,0.08,0.52
3789,SingStar Dance,Sony Computer Entertainment,2010,6,Misc,PS3,2006,4,2016,0,10,0.09,0.31,0.0,0.11,0.52
3790,Rival Schools: United By Fate,Capcom,1998,18,Fighting,PS,1994,4,2000,16,6,0.12,0.08,0.28,0.03,0.52
3791,Lords of the Fallen,Square Enix,2014,2,Role-Playing,PS4,2013,1,2016,0,3,0.18,0.24,0.02,0.08,0.52
3792,Swing Away Golf,Electronic Arts,2000,16,Sports,PS2,2000,0,2013,3,13,0.17,0.13,0.18,0.04,0.52
3793,J-League Pro Soccer Club o Tsukurou! 3,Sega,2003,13,Sports,PS2,2000,3,2013,3,13,0.0,0.0,0.52,0.0,0.52
3794,Tomb Raider: Legend,Eidos Interactive,2006,10,Action,PS2,2000,6,2013,3,13,0.25,0.19,0.02,0.06,0.52
3795,Freedom Fighters,Electronic Arts,2003,13,Shooter,PS2,2000,3,2013,3,13,0.25,0.2,0.0,0.07,0.52
3796,Silent Hill: Origins,Konami Digital Entertainment,2007,9,Action,PSP,2004,3,2014,2,10,0.22,0.15,0.04,0.1,0.52
3797,Gun,Activision,2005,11,Shooter,XB,2001,4,2009,7,8,0.38,0.12,0.0,0.02,0.52
3798,That's So Raven 2: Supernatural Style,Disney Interactive Studios,2005,11,Adventure,GBA,2001,4,2010,6,9,0.37,0.14,0.0,0.01,0.52
3799,Fight Night Round 3,Electronic Arts,2006,10,Fighting,PSP,2004,2,2014,2,10,0.46,0.01,0.0,0.04,0.52
3800,The Punisher,THQ,2005,11,Action,PS2,2000,5,2013,3,13,0.25,0.2,0.0,0.07,0.52
3801,Kirby and the Rainbow Curse,Nintendo,2015,1,Platform,WiiU,2012,3,2016,0,4,0.22,0.13,0.12,0.04,0.52
3802,Front Mission 3,Other,1999,17,Strategy,PS,1994,5,2000,16,6,0.1,0.07,0.31,0.03,0.52
3803,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,Nintendo,2006,10,Misc,DS,2004,2,2013,3,9,0.0,0.0,0.52,0.0,0.52
3804,SSX On Tour,Electronic Arts,2005,11,Sports,PS2,2000,5,2013,3,13,0.25,0.2,0.0,0.07,0.52
3805, Frozen: Olaf's Quest,Disney Interactive Studios,2013,3,Platform,DS,2004,9,2013,3,9,0.21,0.26,0.0,0.04,0.52
3806,Disgaea 3: Absence of Justice,Square Enix,2008,8,Role-Playing,PS3,2006,2,2016,0,10,0.33,0.03,0.11,0.04,0.52
3807,Tony Hawk's Pro Skater 3,Activision,2002,14,Sports,GBA,2001,1,2010,6,9,0.37,0.14,0.0,0.01,0.52
3808,Way of the Samurai 3,Other,2008,8,Action,PS3,2006,2,2016,0,10,0.18,0.08,0.22,0.04,0.52
3809,The Sims 2: Open for Business,Electronic Arts,2006,10,Simulation,PC,1977,29,2016,0,39,0.46,0.05,0.0,0.0,0.52
3810,Rune Factory 2: A Fantasy Harvest Moon,Other,2008,8,Role-Playing,DS,2004,4,2013,3,9,0.32,0.03,0.15,0.03,0.52
3811,Harry Potter and the Prisoner of Azkaban,Electronic Arts,2004,12,Action,GBA,2001,3,2010,6,9,0.37,0.14,0.0,0.01,0.52
3812,Omega Boost,Sony Computer Entertainment,1999,17,Shooter,PS,1994,5,2000,16,6,0.17,0.11,0.2,0.03,0.52
3813,NFL 2K3,Sega,2002,14,Sports,XB,2001,1,2009,7,8,0.38,0.11,0.0,0.02,0.52
3814,Cars 2,Disney Interactive Studios,2011,5,Racing,PS3,2006,5,2016,0,10,0.22,0.21,0.0,0.09,0.52
3815,Go Diego Go! Safari Rescue,Take-Two Interactive,2008,8,Action,Wii,2006,2,2016,0,10,0.47,0.0,0.0,0.04,0.52
3816,SimAnimals,Electronic Arts,2009,7,Simulation,DS,2004,5,2013,3,9,0.26,0.2,0.0,0.05,0.52
3817,NBA Live 2002,Electronic Arts,2001,15,Sports,PS,1994,7,2000,16,6,0.29,0.19,0.0,0.03,0.52
3818,Jampack Winter 2002,Sony Computer Entertainment,2002,14,Misc,PS2,2000,2,2013,3,13,0.25,0.2,0.0,0.07,0.52
3819,LEGO Marvel Super Heroes,Warner Bros. Interactive Entertainment,2013,3,Action,PSV,2011,2,2016,0,5,0.11,0.29,0.0,0.11,0.51
3820,Way of the Samurai,Eidos Interactive,2002,14,Action,PS2,2000,2,2013,3,13,0.13,0.1,0.25,0.03,0.51
3821,The 3rd Birthday,Square Enix,2010,6,Role-Playing,PSP,2004,6,2014,2,10,0.13,0.07,0.27,0.05,0.51
3822,Sonic & All-Stars Racing Transformed,Sega,2012,4,Racing,WiiU,2012,0,2016,0,4,0.19,0.26,0.02,0.04,0.51
3823,Kung Fu Panda,Activision,2008,8,Action,PS3,2006,2,2016,0,10,0.21,0.21,0.0,0.09,0.51
3824,Classic Word Games,Ubisoft,2009,7,Misc,DS,2004,5,2013,3,9,0.09,0.36,0.0,0.06,0.51
3825,Epic Mickey 2: The Power of Two,Disney Interactive Studios,2012,4,Action,X360,2005,7,2016,0,11,0.32,0.15,0.0,0.04,0.51
3826,Pac-Man Fever,Sony Computer Entertainment,2001,15,Misc,PS2,2000,1,2013,3,13,0.25,0.2,0.0,0.07,0.51
3827,Spectrobes: Beyond the Portals,Disney Interactive Studios,2008,8,Role-Playing,DS,2004,4,2013,3,9,0.36,0.11,0.0,0.04,0.51
3828,International Track & Field,Konami Digital Entertainment,1996,20,Sports,PS,1994,2,2000,16,6,0.08,0.05,0.35,0.03,0.51
3829,HSX HyperSonic.Xtreme,Other,2002,14,Racing,PS2,2000,2,2013,3,13,0.25,0.2,0.0,0.07,0.51
3830,Lair,Sony Computer Entertainment,2007,9,Action,PS3,2006,1,2016,0,10,0.36,0.03,0.08,0.04,0.51
3831,Madden NFL 2004,Electronic Arts,2003,13,Sports,GC,2001,2,2007,9,6,0.4,0.1,0.0,0.01,0.51
3832,Jikkyou Powerful Pro Yakyuu 10,Konami Digital Entertainment,2003,13,Sports,PS2,2000,3,2013,3,13,0.0,0.0,0.51,0.0,0.51
3833,Summoner,THQ,2000,16,Role-Playing,PS2,2000,0,2013,3,13,0.25,0.2,0.0,0.07,0.51
3834,Soul Sacrifice,Sony Computer Entertainment,2013,3,Role-Playing,PSV,2011,2,2016,0,5,0.15,0.08,0.22,0.06,0.51
3835,Virtual Pool,Other,1997,19,Sports,PS,1994,3,2000,16,6,0.28,0.19,0.0,0.03,0.51
3836,DC Universe Online,Other,2011,5,Role-Playing,PS3,2006,5,2016,0,10,0.35,0.11,0.0,0.06,0.51
3837,Jam With the Band,Nintendo,2008,8,Misc,DS,2004,4,2013,3,9,0.0,0.0,0.51,0.0,0.51
3838,NBA Live 07,Electronic Arts,2006,10,Sports,PSP,2004,2,2014,2,10,0.47,0.0,0.0,0.04,0.51
3839,IL-2 Sturmovik: Birds of Prey,505 Games,2009,7,Simulation,X360,2005,4,2016,0,11,0.23,0.23,0.0,0.05,0.51
3840,100 All-Time Favorites,Ubisoft,2009,7,Puzzle,DS,2004,5,2013,3,9,0.35,0.12,0.0,0.04,0.51
3841,The Walking Dead: Survival Instinct,Activision,2013,3,Shooter,PS3,2006,7,2016,0,10,0.28,0.15,0.0,0.08,0.51
3842,Major League Baseball 2K10,Take-Two Interactive,2010,6,Sports,X360,2005,5,2016,0,11,0.47,0.0,0.0,0.04,0.51
3843,Alice in Wonderland,Disney Interactive Studios,2010,6,Adventure,Wii,2006,4,2016,0,10,0.25,0.21,0.0,0.05,0.51
3844,Ratatouille,THQ,2007,9,Action,PS3,2006,1,2016,0,10,0.09,0.32,0.0,0.1,0.51
3845,"SpongeBob SquarePants: Lights, Camera, Pants!",THQ,2005,11,Misc,GBA,2001,4,2010,6,9,0.37,0.14,0.0,0.01,0.51
3846,Wrecking Crew,Nintendo,1985,31,Platform,NES,1983,2,1995,21,12,0.0,0.0,0.51,0.0,0.51
3847,Rugrats: Scavenger Hunt,THQ,1999,17,Misc,N64,1996,3,2002,14,6,0.41,0.09,0.0,0.01,0.51
3848,International Superstar Soccer 2000 (All region sales),Konami Digital Entertainment,1999,17,Sports,N64,1996,3,2002,14,6,0.01,0.26,0.22,0.02,0.51
3849,NBA Live 2004,Electronic Arts,2003,13,Sports,XB,2001,2,2009,7,8,0.44,0.04,0.0,0.02,0.51
3850,Iron Man,Sega,2008,8,Action,DS,2004,4,2013,3,9,0.35,0.12,0.0,0.05,0.51
3851,Alien: Isolation,Sega,2014,2,Shooter,XOne,2013,1,2016,0,3,0.22,0.24,0.0,0.04,0.51
3852,Dai-4-Ji Super Robot Taisen S,Other,1996,20,Strategy,PS,1994,2,2000,16,6,0.0,0.0,0.48,0.03,0.51
3853,Pro Evolution Soccer 2010,Konami Digital Entertainment,2009,7,Sports,Wii,2006,3,2016,0,10,0.12,0.27,0.06,0.05,0.51
3854,Disney's Kim Possible: Revenge of Monkey Fist,THQ,2002,14,Platform,GBA,2001,1,2010,6,9,0.37,0.14,0.0,0.01,0.51
3855,Naruto Shippuden: Clash of Ninja Revolution 3,Nintendo,2009,7,Fighting,Wii,2006,3,2016,0,10,0.44,0.03,0.0,0.04,0.51
3856,Ace Combat Zero: The Belkan War,Namco Bandai Games,2006,10,Simulation,PS2,2000,6,2013,3,13,0.15,0.12,0.2,0.04,0.51
3857,Dragon Age: Origins,Electronic Arts,2009,7,Role-Playing,PC,1977,32,2016,0,39,0.0,0.46,0.0,0.05,0.51
3858,Dynasty Warriors,Tecmo Koei,2004,12,Action,PSP,2004,0,2014,2,10,0.18,0.0,0.3,0.02,0.51
3859,NHL 07,Electronic Arts,2006,10,Sports,PS2,2000,6,2013,3,13,0.42,0.02,0.0,0.07,0.51
3860,SoulCalibur: Broken Destiny,Namco Bandai Games,2009,7,Fighting,PSP,2004,5,2014,2,10,0.12,0.2,0.07,0.12,0.51
3861,Dishonored,Other,2012,4,Action,PC,1977,35,2016,0,39,0.26,0.19,0.0,0.06,0.51
3862,Dragon Ball: Raging Blast,Namco Bandai Games,2009,7,Fighting,X360,2005,4,2016,0,11,0.36,0.08,0.02,0.04,0.51
3863,Naruto Shippuden: Ultimate Ninja Storm 3,Namco Bandai Games,2013,3,Fighting,X360,2005,8,2016,0,11,0.29,0.16,0.01,0.05,0.51
3864,Petz: Hamsterz Life 2,Ubisoft,2007,9,Misc,DS,2004,3,2013,3,9,0.47,0.0,0.0,0.04,0.51
3865,World Championship Poker,Other,2004,12,Misc,XB,2001,3,2009,7,8,0.37,0.11,0.0,0.02,0.51
3866,The BIGS,Take-Two Interactive,2007,9,Sports,PS2,2000,7,2013,3,13,0.25,0.19,0.0,0.06,0.51
3867,WWE 2K16,Take-Two Interactive,2015,1,Sports,PS3,2006,9,2016,0,10,0.22,0.21,0.0,0.08,0.51
3868,Final Fantasy,Other,2000,16,Role-Playing,WS,1999,1,2003,13,4,0.0,0.0,0.51,0.0,0.51
3869,Dragon Ball Z: Supersonic Warriors,Atari,2004,12,Fighting,GBA,2001,3,2010,6,9,0.36,0.13,0.0,0.01,0.51
3870,NBA Ballers,Midway Games,2004,12,Sports,XB,2001,3,2009,7,8,0.37,0.11,0.0,0.02,0.51
3871,Silent Hill 4: The Room,Konami Digital Entertainment,2004,12,Action,PS2,2000,4,2013,3,13,0.25,0.19,0.0,0.06,0.51
3872,River Raid II,Activision,1988,28,Shooter,2600,1977,11,1992,24,15,0.47,0.03,0.0,0.01,0.51
3873,Capcom Classics Collection,Capcom,2005,11,Misc,PS2,2000,5,2013,3,13,0.22,0.17,0.05,0.06,0.51
3874,My Word Coach,Ubisoft,2007,9,Misc,Wii,2006,1,2016,0,10,0.46,0.01,0.0,0.04,0.51
3875,Monopoly Party,Other,2002,14,Misc,PS2,2000,2,2013,3,13,0.25,0.19,0.0,0.06,0.51
3876,Tiger Woods PGA Tour 13,Electronic Arts,2012,4,Sports,X360,2005,7,2016,0,11,0.29,0.18,0.0,0.04,0.51
3877,NHL FaceOff 98,Sony Computer Entertainment,1997,19,Sports,PS,1994,3,2000,16,6,0.28,0.19,0.0,0.03,0.51
3878,The Saboteur,Electronic Arts,2009,7,Action,X360,2005,4,2016,0,11,0.26,0.2,0.0,0.05,0.51
3879,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,THQ,2004,12,Action,GBA,2001,3,2010,6,9,0.36,0.13,0.0,0.01,0.5
3880,Sonic Riders,Sega,2006,10,Racing,PS2,2000,6,2013,3,13,0.42,0.02,0.0,0.07,0.5
3881,Looney Tunes: Back in Action,Warner Bros. Interactive Entertainment,2003,13,Platform,PS2,2000,3,2013,3,13,0.25,0.19,0.0,0.06,0.5
3882,Monsters vs. Aliens,Activision,2009,7,Action,DS,2004,5,2013,3,9,0.33,0.13,0.0,0.05,0.5
3883,Midnight Magic,Atari,1983,33,Action,2600,1977,6,1992,24,15,0.47,0.03,0.0,0.01,0.5
3884,NHL 09,Electronic Arts,2008,8,Sports,X360,2005,3,2016,0,11,0.45,0.01,0.0,0.04,0.5
3885,Bully: Scholarship Edition,Take-Two Interactive,2008,8,Action,Wii,2006,2,2016,0,10,0.17,0.28,0.0,0.06,0.5
3886,WWE SmackDown vs. RAW 2007,THQ,2006,10,Fighting,X360,2005,1,2016,0,11,0.44,0.03,0.0,0.04,0.5
3887,Midnight Club II,Take-Two Interactive,2003,13,Racing,XB,2001,2,2009,7,8,0.42,0.06,0.0,0.02,0.5
3888,Monster Hunter Freedom 2,Capcom,2011,5,Role-Playing,PS3,2006,5,2016,0,10,0.0,0.0,0.5,0.0,0.5
3889,Tiger Woods PGA Tour 07,Electronic Arts,2006,10,Sports,PS3,2006,0,2016,0,10,0.31,0.12,0.0,0.07,0.5
3890,Ratatouille,THQ,2007,9,Action,Wii,2006,1,2016,0,10,0.43,0.03,0.0,0.04,0.5
3891,Avatar: The Last Airbender,THQ,2006,10,Adventure,GC,2001,5,2007,9,6,0.39,0.1,0.0,0.01,0.5
3892,Blue's Clues: Blue's Big Musical,THQ,2001,15,Misc,PS,1994,7,2000,16,6,0.28,0.19,0.0,0.03,0.5
3893,The Mummy Returns,Other,2001,15,Action,PS2,2000,1,2013,3,13,0.25,0.19,0.0,0.06,0.5
3894,Cars Toon: Mater's Tall Tales,Disney Interactive Studios,2010,6,Misc,Wii,2006,4,2016,0,10,0.45,0.02,0.0,0.03,0.5
3895,Paws & Claws: Dogs & Cats Best Friends,THQ,2007,9,Simulation,DS,2004,3,2013,3,9,0.46,0.01,0.0,0.04,0.5
3896,Hitman: Blood Money,Eidos Interactive,2006,10,Action,PS2,2000,6,2013,3,13,0.25,0.19,0.0,0.06,0.5
3897,Disney Sing It,Disney Interactive Studios,2008,8,Misc,PS2,2000,8,2013,3,13,0.25,0.19,0.0,0.06,0.5
3898,Chopper Command,Activision,1982,34,Shooter,2600,1977,5,1992,24,15,0.47,0.03,0.0,0.01,0.5
3899,Lost: Via Domus,Ubisoft,2008,8,Action,PS3,2006,2,2016,0,10,0.19,0.22,0.0,0.09,0.5
3900,Crash: Mind Over Mutant,Vivendi Games,2008,8,Platform,PS2,2000,8,2013,3,13,0.25,0.19,0.0,0.06,0.5
3901,Activision Anthology,Activision,2002,14,Misc,PS2,2000,2,2013,3,13,0.25,0.19,0.0,0.06,0.5
3902,Picross DS,Nintendo,2007,9,Puzzle,DS,2004,3,2013,3,9,0.17,0.02,0.3,0.02,0.5
3903,Pro Evolution Soccer 2012,Konami Digital Entertainment,2011,5,Action,X360,2005,6,2016,0,11,0.1,0.34,0.0,0.07,0.5
3904,Final Fantasy II Anniversary Edition,Square Enix,2007,9,Role-Playing,PSP,2004,3,2014,2,10,0.36,0.02,0.07,0.04,0.5
3905,Test Drive Unlimited,Atari,2007,9,Racing,PSP,2004,3,2014,2,10,0.08,0.27,0.0,0.15,0.5
3906,Harry Potter and the Half-Blood Prince,Electronic Arts,2009,7,Action,PSP,2004,5,2014,2,10,0.18,0.2,0.0,0.12,0.5
3907,Unit 13,Sony Computer Entertainment,2012,4,Shooter,PSV,2011,1,2016,0,5,0.25,0.13,0.04,0.07,0.5
